ID,Title,Content,"Short Description",Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_color)","Attribute Value (pa_color)","Attribute In Variations (pa_color)","Attribute Is Visible (pa_color)","Attribute Is Taxonomy (pa_color)","Attribute Name (pa_quality)","Attribute Value (pa_quality)","Attribute In Variations (pa_quality)","Attribute Is Visible (pa_quality)","Attribute Is Taxonomy (pa_quality)","Attribute Name (pa_size)","Attribute Value (pa_size)","Attribute In Variations (pa_size)","Attribute Is Visible (pa_size)","Attribute Is Taxonomy (pa_size)","Shipping Class","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Brands,"Product Type",Tags,"Product categories","Product tags","Product Visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating"
10016,"6.5x250mmL Slotted Screwdriver Hans Brand",,,2019-12-31,product,https://fixit.com.bd/product/6-5x250mml-slotted-screwdriver-hans-brand/,0,Fixit-0311M-10,305,305,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/6.5x250mmL-Slotted-Screwdriver-Hans-Brand.jpg,"6.5x250mmL Slotted Screwdriver Hans Brand",,6.5x250mmL-Slotted-Screwdriver-Hans-Brand,6.5x250mmL-Slotted-Screwdriver-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/6.5x250mmL-Slotted-Screwdriver-Hans-Brand.jpg,,,simple,,"Tools and Hardware>Hand Tools>Screwdrivers",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,6-5x250mml-slotted-screwdriver-hans-brand,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10017,"6.5x300mmL Slotted Screwdriver Hans Brand",,,2019-12-31,product,https://fixit.com.bd/product/6-5x300mml-slotted-screwdriver-hans-brand/,0,Fixit-0311M-12,363,363,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/6.5x300mmL-Slotted-Screwdriver-Hans-Brand.jpg,"6.5x300mmL Slotted Screwdriver Hans Brand",,6.5x300mmL-Slotted-Screwdriver-Hans-Brand,6.5x300mmL-Slotted-Screwdriver-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/6.5x300mmL-Slotted-Screwdriver-Hans-Brand.jpg,,,simple,,"Tools and Hardware>Hand Tools>Screwdrivers",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,6-5x300mml-slotted-screwdriver-hans-brand,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10018,"PH2x300mmL Phillips Screwdriver Hans Brand",,,2019-12-31,product,https://fixit.com.bd/product/ph2x300mml-phillips-screwdriver-hans-brand/,0,Fixit-0321PH2-12,363,363,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/PH2x300mmL-Phillips-Screwdriver-Hans-Brand.jpg,"PH2x300mmL Phillips Screwdriver Hans Brand",,PH2x300mmL-Phillips-Screwdriver-Hans-Brand,PH2x300mmL-Phillips-Screwdriver-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/PH2x300mmL-Phillips-Screwdriver-Hans-Brand.jpg,,,simple,,"Tools and Hardware>Hand Tools>Screwdrivers",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,ph2x300mml-phillips-screwdriver-hans-brand,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10019,"220mmL Chisel & Punch Hans Brand",,,2019-12-31,product,https://fixit.com.bd/product/220mml-chisel-punch-hans-brand/,0,Fixit-5111G24,827,827,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/220mmL-Chisel-Punch-Hans-Brand.jpg,"220mmL Chisel & Punch Hans Brand",,220mmL-Chisel-Punch-Hans-Brand,220mmL-Chisel-Punch-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/220mmL-Chisel-Punch-Hans-Brand.jpg,,,simple,,"Tools and Hardware>Hand Tools>Chisels",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,220mml-chisel-punch-hans-brand,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10020,"4 Inch Swivel Vice Hans Brand","<strong><span class=""a-list-item"">Application:</span></strong>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li><span class=""a-list-item"">Durable cast iron for strength and durability</span></li>
 	<li><span class=""a-list-item"">Base swivels and locks for versatility</span></li>
 	<li><span class=""a-list-item"">Roll-formed screw threads ensure smooth operation and durability</span></li>
 	<li><span class=""a-list-item"">Chrome-plated hardware resists corrosion</span></li>
</ul>
&nbsp;

<strong>Size: 4 Inch</strong>

&nbsp;

This product is fully machined on all load bearing surfaces for smooth and trouble free operation
features a safety stop to prevent slide being separated from body and a fused handle
Acme twin start thread for smooth and fast operation and replaceable hardened steel jaws.",,2019-12-31,product,https://fixit.com.bd/product/4-inch-swivel-vice-hans-brand/,0,Fixit-5411-4,10455,10455,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/4-Inch-Swivel-Vice-Hans-Brand.jpg,"4 Inch Swivel Vice Hans Brand",,4-Inch-Swivel-Vice-Hans-Brand,4-Inch-Swivel-Vice-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/4-Inch-Swivel-Vice-Hans-Brand.jpg,,Hans,simple,,"Tools and Hardware>Hand Tools>Bench Vises",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,4-inch-swivel-vice-hans-brand,,default,0,0,closed,closed,2020-01-27,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
10021,"5 Inch Swivel Vice Hans Brand","<strong><span class=""a-list-item"">Application:</span></strong>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li><span class=""a-list-item"">Durable cast iron for strength and durability</span></li>
 	<li><span class=""a-list-item"">Base swivels and locks for versatility</span></li>
 	<li><span class=""a-list-item"">Roll-formed screw threads ensure smooth operation and durability</span></li>
 	<li><span class=""a-list-item"">Chrome-plated hardware resists corrosion</span></li>
</ul>
&nbsp;

<strong>Size: 5 Inch</strong>

&nbsp;

This product is fully machined on all load bearing surfaces for smooth and trouble free operation
features a safety stop to prevent slide being separated from body and a fused handle
Acme twin start thread for smooth and fast operation and replaceable hardened steel jaws.",,2019-12-31,product,https://fixit.com.bd/product/5-inch-swivel-vice-hans-brand/,0,Fixit-5411-5,13123,13123,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/5-Inch-Swivel-Vice-Hans-Brand.jpg,"5 Inch Swivel Vice Hans Brand",,5-Inch-Swivel-Vice-Hans-Brand,5-Inch-Swivel-Vice-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/5-Inch-Swivel-Vice-Hans-Brand.jpg,,Hans,simple,,"Tools and Hardware>Hand Tools>Bench Vises",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,5-inch-swivel-vice-hans-brand,,default,0,0,closed,closed,2020-01-27,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
10022,"6 Inch Swivel Vice Hans Brand","<strong><span class=""a-list-item"">Application:</span></strong>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li><span class=""a-list-item"">Durable cast iron for strength and durability</span></li>
 	<li><span class=""a-list-item"">Base swivels and locks for versatility</span></li>
 	<li><span class=""a-list-item"">Roll-formed screw threads ensure smooth operation and durability</span></li>
 	<li><span class=""a-list-item"">Chrome-plated hardware resists corrosion</span></li>
</ul>
&nbsp;

<strong>Size: 6 Inch</strong>

&nbsp;

This product is fully machined on all load bearing surfaces for smooth and trouble free operation
features a safety stop to prevent slide being separated from body and a fused handle
Acme twin start thread for smooth and fast operation and replaceable hardened steel jaws.",,2019-12-31,product,https://fixit.com.bd/product/6-inch-swivel-vice-hans-brand/,0,Fixit-5411-6,15733,15733,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/6-Inch-Swivel-Vice-Hans-Brand.jpg,"6 Inch Swivel Vice Hans Brand",,6-Inch-Swivel-Vice-Hans-Brand,6-Inch-Swivel-Vice-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/6-Inch-Swivel-Vice-Hans-Brand.jpg,,Hans,simple,,"Tools and Hardware>Hand Tools>Bench Vises",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,6-inch-swivel-vice-hans-brand,,default,0,0,closed,closed,2020-01-27,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
10023,"8 Inch Swivel Vice Hans Brand","<strong><span class=""a-list-item"">Application:</span></strong>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li><span class=""a-list-item"">Durable cast iron for strength and durability</span></li>
 	<li><span class=""a-list-item"">Base swivels and locks for versatility</span></li>
 	<li><span class=""a-list-item"">Roll-formed screw threads ensure smooth operation and durability</span></li>
 	<li><span class=""a-list-item"">Chrome-plated hardware resists corrosion</span></li>
</ul>
&nbsp;

<strong>Size: 8 Inch</strong>

&nbsp;

This product is fully machined on all load bearing surfaces for smooth and trouble free operation
features a safety stop to prevent slide being separated from body and a fused handle
Acme twin start thread for smooth and fast operation and replaceable hardened steel jaws.",,2019-12-31,product,https://fixit.com.bd/product/8-inch-swivel-vice-hans-brand/,0,Fixit-5411-8,22403,22403,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/8-Inch-Swivel-Vice-Hans-Brand.jpg,"8 Inch Swivel Vice Hans Brand",,8-Inch-Swivel-Vice-Hans-Brand,8-Inch-Swivel-Vice-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/8-Inch-Swivel-Vice-Hans-Brand.jpg,,Hans,simple,,"Tools and Hardware>Hand Tools>Bench Vises",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,8-inch-swivel-vice-hans-brand,,default,0,0,closed,closed,2020-01-27,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
10024,"2 mm T-Handle Hex Key Wrench Hans Brand","<strong>Material:</strong>

The shaft of T Handle Hex Key Wrench is made of alloy steel with chrome finish, which is durable use.

&nbsp;

<strong>Size : 2 mm</strong>

&nbsp;

<strong>T-handle:</strong>

T-handle provides firm grip and gives you more turning power easy turning.

&nbsp;

<strong>Long Arm:</strong>

Long arm wrenches provide extra reach and greater torque.

&nbsp;

<strong>Wide Application:</strong>

Applied in DIY hand-making, automotive repairs, household maintenance, and most general repairs.",,2019-12-31,product,https://fixit.com.bd/product/2-mm-t-handle-hex-key-wrench-hans-brand/,0,Fixit-1766M02,305,305,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/2-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,"2 mm T-Handle Hex Key Wrench Hans Brand",,2-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,2-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/2-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,,Hans,simple,,"Tools and Hardware>Hand Tools>Wrenches",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,2-mm-t-handle-hex-key-wrench-hans-brand,,default,0,0,closed,closed,2020-01-26,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
10025,"2.5 mm T-Handle Hex Key Wrench Hans Brand","<strong>Material:</strong>

The shaft of T Handle Hex Key Wrench is made of alloy steel with chrome finish, which is durable use.

&nbsp;

<strong>Size : 2.5 mm</strong>

&nbsp;

<strong>T-handle:</strong>

T-handle provides firm grip and gives you more turning power easy turning.

&nbsp;

<strong>Long Arm:</strong>

Long arm wrenches provide extra reach and greater torque.

&nbsp;

&nbsp;

<strong>Wide Application:</strong>

Applied in DIY hand-making, automotive repairs, household maintenance, and most general repairs.",,2019-12-31,product,https://fixit.com.bd/product/2-5-mm-t-handle-hex-key-wrench-hans-brand/,0,Fixit-1766M2.5,299,299,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/2.5-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,"2.5 mm T-Handle Hex Key Wrench Hans Brand",,2.5-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,2.5-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/2.5-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,,Hans,simple,,"Tools and Hardware>Hand Tools>Wrenches",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,2-5-mm-t-handle-hex-key-wrench-hans-brand,,default,0,0,closed,closed,2020-01-26,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
10026,"3 mm T-Handle Hex Key Wrench Hans Brand",,,2019-12-31,product,https://fixit.com.bd/product/3-mm-t-handle-hex-key-wrench-hans-brand/,0,Fixit-1766M03,363,363,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/3-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,"3 mm T-Handle Hex Key Wrench Hans Brand",,3-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,3-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/3-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,,,simple,,"Tools and Hardware>Hand Tools>Wrenches",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,3-mm-t-handle-hex-key-wrench-hans-brand,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10027,"4 mm T-Handle Hex Key Wrench Hans Brand",,,2019-12-31,product,https://fixit.com.bd/product/4-mm-t-handle-hex-key-wrench-hans-brand/,0,Fixit-1766M04,377,377,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/4-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,"4 mm T-Handle Hex Key Wrench Hans Brand",,4-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,4-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/4-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,,,simple,,"Tools and Hardware>Hand Tools>Wrenches",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,4-mm-t-handle-hex-key-wrench-hans-brand,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10028,"5 mm T-Handle Hex Key Wrench Hans Brand",,,2019-12-31,product,https://fixit.com.bd/product/5-mm-t-handle-hex-key-wrench-hans-brand/,0,Fixit-1766M05,413,413,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/5-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,"5 mm T-Handle Hex Key Wrench Hans Brand",,5-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,5-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/5-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,,,simple,,"Tools and Hardware>Hand Tools>Wrenches",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,5-mm-t-handle-hex-key-wrench-hans-brand,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10029,"6 mm T-Handle Hex Key Wrench Hans Brand",,,2019-12-31,product,https://fixit.com.bd/product/6-mm-t-handle-hex-key-wrench-hans-brand/,0,Fixit-1766M06,435,435,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/6-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,"6 mm T-Handle Hex Key Wrench Hans Brand",,6-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,6-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/6-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,,,simple,,"Tools and Hardware>Hand Tools>Wrenches",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,6-mm-t-handle-hex-key-wrench-hans-brand,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10030,"8 mm T-Handle Hex Key Wrench Hans Brand",,,2019-12-31,product,https://fixit.com.bd/product/8-mm-t-handle-hex-key-wrench-hans-brand/,0,Fixit-1766M08,522,522,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/8-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,"8 mm T-Handle Hex Key Wrench Hans Brand",,8-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,8-mm-T-Handle-Hex-Key-Wrench-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/8-mm-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,,,simple,,"Tools and Hardware>Hand Tools>Wrenches",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,8-mm-t-handle-hex-key-wrench-hans-brand,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10031,"2mm to 10mm 8pcs T-Handle Hex Key Wrench Hans Brand","This hex key set includes twenty wrenches with high-torquing

T-handles for a firm grip and easy turning.

The wrenches are constructed from rugged chrome vanadium steel

And have a black oxide finish for extra durability.

The hex key set comes with an organized display stand.

&nbsp;

<strong>Size: 2mm to 10mm</strong>

<strong>Quantity: 8pcs</strong>",,2019-12-31,product,https://fixit.com.bd/product/2mm-to-10mm-8pcs-t-handle-hex-key-wrench-hans-brand/,0,Fixit-16766-8,3625,3625,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/2mm-to-10mm-8pcs-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,"2mm to 10mm 8pcs T-Handle Hex Key Wrench Hans Brand",,2mm-to-10mm-8pcs-T-Handle-Hex-Key-Wrench-Hans-Brand,2mm-to-10mm-8pcs-T-Handle-Hex-Key-Wrench-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/2mm-to-10mm-8pcs-T-Handle-Hex-Key-Wrench-Hans-Brand.jpg,,Hans,simple,,"Tools and Hardware>Hand Tools>Wrenches",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,2mm-to-10mm-8pcs-t-handle-hex-key-wrench-hans-brand,,default,0,0,closed,closed,2020-01-27,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
10032,"8 Inch Combination Pliers Hans Brand","<strong>Application:</strong>

Hans Brand Combination Pliers Insulated Comfort Grip Two-Color Dual Component Handles

High Leverage Combination Pliers Provide a Savings in Power due to an Improved Lever Action

Gripping zones for flat and round materials, suitable for versatile use

Cutting Edges Induction Hardened Approximately will Cut Soft, Hard and Piano Wire

&nbsp;

<strong>Size; 8 Inch</strong>",,2019-12-31,product,https://fixit.com.bd/product/8-inch-combination-pliers-hans-brand/,0,Fixit-1828-08,2393,2393,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/8-Inch-Combination-Pliers-Hans-Brand.jpg,"8 Inch Combination Pliers Hans Brand",,8-Inch-Combination-Pliers-Hans-Brand,8-Inch-Combination-Pliers-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/8-Inch-Combination-Pliers-Hans-Brand.jpg,,Hans,simple,,"Tools and Hardware>Hand Tools>Pliers",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,8-inch-combination-pliers-hans-brand,,default,0,0,closed,closed,2020-02-03,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
10033,"6 Inch Cutting Pliers Hans Brand",,,2019-12-31,product,https://fixit.com.bd/product/6-inch-cutting-pliers-hans-brand/,0,Fixit-1858-06,1813,1813,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/6-Inch-Cutting-Pliers-Hans-Brand.jpg,"6 Inch Cutting Pliers Hans Brand",,6-Inch-Cutting-Pliers-Hans-Brand,6-Inch-Cutting-Pliers-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/6-Inch-Cutting-Pliers-Hans-Brand.jpg,,,simple,,"Tools and Hardware>Hand Tools>Pliers",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,6-inch-cutting-pliers-hans-brand,,default,0,0,closed,open,2019-12-31,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.8.1,,0,0,0
10034,"8 Inch High Leverage Cutting Pliers Hans Brand","<strong>Application:</strong>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li><span class=""a-list-item"">Cuts  screws, nails and most hardened wire</span></li>
 	<li><span class=""a-list-item"">High-leverage design. Rivet is closer to the cutting edge for 36-percent greater cutting power than other pliers designs</span></li>
 	<li><span class=""a-list-item"">Short jaws and beveled cutting edges permit close cutting of wire</span></li>
 	<li><span class=""a-list-item"">Induction hardened cutting knives for long life</span></li>
 	<li><span class=""a-list-item"">Hot-riveted joint ensures smooth action and no handle wobble</span></li>
</ul>
&nbsp;

<strong>Size: 8 Inch</strong>",,2019-12-31,product,https://fixit.com.bd/product/8-inch-high-leverage-cutting-pliers-hans-brand/,0,Fixit-1861-08,2987,2987,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/8-Inch-High-Leverage-Cutting-Pliers-Hans-Brand.jpg,"8 Inch High Leverage Cutting Pliers Hans Brand",,8-Inch-High-Leverage-Cutting-Pliers-Hans-Brand,8-Inch-High-Leverage-Cutting-Pliers-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/8-Inch-High-Leverage-Cutting-Pliers-Hans-Brand.jpg,,Hans,simple,,"Tools and Hardware>Hand Tools>Pliers",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,8-inch-high-leverage-cutting-pliers-hans-brand,,default,0,0,closed,closed,2020-02-03,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
10035,"8 Inch Nose Pliers Hans Brand","<strong>Application:</strong>

Hans Brand nose pliers is made of forged and hardened carbon steel for durability use,

Nonslip plastic-dipped handles provide sure handling and control

Long, tapered nose pliers with fine tips to work in hard to reach areas,

Excellent for hobby, craft use, jewelry making, artisans, electricians, grips small parts, bend wire, electronics repair, small object gripping, etc.

Twin-blade wire cutter snips copper, aluminum, and soft steel wire

Self-opening, leaf Spring loaded design makes this long nose pliers easier to use and relieve fatigue

&nbsp;

<strong>Size: 8 Inch</strong>",,2019-12-31,product,https://fixit.com.bd/product/8-inch-nose-pliers-hans-brand/,0,Fixit-1838-08,2393,2393,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/8-Inch-Nose-Pliers-Hans-Brand.jpg,"8 Inch Nose Pliers Hans Brand",,8-Inch-Nose-Pliers-Hans-Brand,8-Inch-Nose-Pliers-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/8-Inch-Nose-Pliers-Hans-Brand.jpg,,Hans,simple,,"Tools and Hardware>Hand Tools>Pliers",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,8-inch-nose-pliers-hans-brand,,default,0,0,closed,closed,2020-01-27,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
10036,"6 Inch Nose Pliers Hans Brand","<strong>Application:</strong>

Hans Brand nose pliers is made of forged and hardened carbon steel for durability use,

Nonslip plastic-dipped handles provide sure handling and control

Long, tapered nose pliers with fine tips to work in hard to reach areas,

Excellent for hobby, craft use, jewelry making, artisans, electricians, grips small parts, bend wire, electronics repair, small object gripping, etc.

Twin-blade wire cutter snips copper, aluminum, and soft steel wire

Self-opening, leaf Spring loaded design makes this long nose pliers easier to use and relieve fatigue

&nbsp;

&nbsp;

<strong>Size: 6 Inch</strong>",,2019-12-31,product,https://fixit.com.bd/product/6-inch-nose-pliers-hans-brand/,0,Fixit-1838-06,1813,1813,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2019/12/6-Inch-Nose-Pliers-Hans-Brand.jpg,"6 Inch Nose Pliers Hans Brand",,6-Inch-Nose-Pliers-Hans-Brand,6-Inch-Nose-Pliers-Hans-Brand,https://fixit.com.bd/wp-content/uploads/2019/12/6-Inch-Nose-Pliers-Hans-Brand.jpg,,Hans,simple,,"Tools and Hardware>Hand Tools>Pliers",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,6-inch-nose-pliers-hans-brand,,default,0,0,closed,closed,2020-01-27,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,none,,,,,3.9.0,,0,0,0
