id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
01-98635_12929,"Digital Door Viewer Yale Brand","Built in LED for assisted night viewing 
  Images stored in internal memory so you can see who called, even when you were out 
  Save video or still images to the internal SD memory card. Remove the card and access data via a hot-pluggable SD micro-card reader. 
  Viewer screen can be seen from distances of several feet away 
  Includes 4 x AA batteries 
  105o viewing angle while not suffering from image distortion found in traditional door viewers 
  3.5' viewing screen provides large clear images of any visitor (up to 10 times bigger than traditional spy holes) 
  Simple installation, fits doors 1.75-4.00 in (thick) 
 
 
 
 
See who is at the door. 
An innovation in door viewer security 
 
Premium Digital Door viewers replace traditional mechanical viewers with a 3.5” LCD screen. With the touch of a button, easily view who is at the door. The 105 degree viewing angle helps ensure a clear picture. Yale Real Living digital door viewers are simple to install on standard doors and easily powered with the included batteries. Premium model stores images for a record of who visited the door. 
 
Easily identify who is at the door before you open it 
 
Images are 10x larger – perfect for all ages in your family to monitor 
 
The bright 3.5' LCD viewing screen provides large clear images of any visitor – turns a peephole image into a clear bright image 
 
Images stored in internal memory so you can see who called,even when you were out 
 
Save video or still images to the internal SD memory card. Remove the card and access data via a hot-pluggable SD micro-card reader. 
 
A great addition for homes, apartment, dormitories, businesses",https://fixit.com.bd/wp-content/uploads/2020/01/45-5000-1435-00-60-11G.jpg,https://fixit.com.bd/product/digital-door-viewer-yale-brand/,"Door Viewer, Safety and Security","fixit.com.bd",25500BDT,in stock,01-98635_12929,https://fixit.com.bd/cart/?add-to-cart=12929,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,25500BDT,new,published,,
01-98563_12924,"Premium Biometric Fingerprint Digital Door Lock (Rim Lock) Yale Brand YDR 4110","Product details of Yale Digital Door Lock 
 
 
 
 
  One-touch Fingerprint Verification Method 
  Voice Guide Feature 
  Smart Touchpad 
  Automatic Locking 
  Break-in/ Damage Alarm 
  Low Battery Alarm and Emergency Power Supply 
  Remote Control (optional) 
  RimLock Type 
  PIN Code: 6-12 digits 
  Color:Black 
  Front Body Dimension: 65 (W)x 163 (H) x 19 (D)mm 
  Door Thickness: suitable for 45-55 mm steel and wooden door 
  Backset: 60-90 mm 
 
 
 
 
Yale YDR4110 Premium Biometric Fingerprint/ KeypadDigital Door Lock 
 
To get peace of mind, you need to secure yourself, your home and your personal belongings. 
 
Yale Digital Door Locks take care of all this so that you can enjoy your life without any worries. 
 
In these products we have combined our long experience in making secure and reliable locks with the latest technology for convenience and safety. 
 
Lock Type: Rim lock 
 
Entry Options: 
 
Fingerprint. 
 
PIN Code. 
 
Remote Control (optional). 
 
 
 
 
Features & Benefits 
One-touch Figerprint Verification Method 
Easy Scan technology has been applied to conveniently read a fingerprint in one shot without the need to open, or close the cover to enter a fingerprint. 
 
Various access 
Yale YDR4110 has two access solutions, PIN code or Fingerprint for your convenience. 
 
Smart Touchpad 
Smart Touchpad can be seen only when you touch the screen with your palm. 
 
Operation status notification 
Whenever any operation is made, the keypad informs you what is happened through different alignment of the numbers. 
 
Voice Guide 
The Voice Guide lets you know the operation status and how to set each feature and mode. 
 
Automatic locking 
Yale Digital Door Lock series automatically locks a door after checking that it is properly closed. (Manual operation is also available.) 
 
Alarm (Break / Damage / Fire) 
80dB alarm goes off if anyone attempts to damage the lock or force the door open or the lock detects heat over 60°C. 
 
Low battery and emergency power 
It warns in case of low battery with alarm and LED. When the batteries are completely discharged, you can easily supply emergency power to the lock with a standard 9V battery. 
 
Remote control (Optional) 
Remote control type is also available. Wireless Floating ID technology is adopted and works up to 50m.",https://fixit.com.bd/wp-content/uploads/2020/01/41I4YrjI5VL.jpg,https://fixit.com.bd/product/digital-door-lock-yale-brand-3/,"Digital Door Locks, Safety and Security, Tools and Hardware","fixit.com.bd",41500BDT,in stock,01-98563_12924,https://fixit.com.bd/cart/?add-to-cart=12924,"https://fixit.com.bd/wp-content/uploads/2020/01/free-safe-box-yale-ydr-4110-fingerprint-pin-digital-door-lock.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,41500BDT,new,published,,
01-667_12915,"6 Pcs Screw Extractor Set Yato Brand","For removing broken studs, screws, bolts, etc. 
  Left-hand spiral blade design grips screw when turned into hole drilled to specified size 
  Kit contains extractors 
  Removes broken studs, screws, bolts, etc 
  Left-hand spiral blade design grips screw when turned into hole drilled to specified size 
 
Contents 
- Ø3-6mm x 52mm 
- Ø6-8mm x 58mm 
- Ø8-11mm x 66mm 
- Ø11-14mm x 75mm 
- Ø14-18mm x 80mm 
- Ø18-25mm x 88mm",https://fixit.com.bd/wp-content/uploads/2020/01/screw-extractor.jpg,https://fixit.com.bd/product/6-pcs-screw-extractor-set-yato-brand/,"Specialty Hand Tools","fixit.com.bd",600BDT,in stock,01-667_12915,https://fixit.com.bd/cart/?add-to-cart=12915,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,600BDT,new,published,,
09-298_12894,"50KG Electronic Portable Digital Scale Hanging Hook","t's an excellent scale for family, shopping, travel. 
Ultra-compact design & light weight, and easy to carry. 
Excellent quality and accurate weight. 
50kg capacity with 10g readability. 
4 selectable units: kg, lb, jin, oz 
3 button: ON/OFF, Tear and UNIT 
LCD screen display with blue background light. 
Tare function when weighing bulk goods. 
Stainless steel hanging hook and handlebar. 
Low power indication. 
Auto power off after 2 minute or manually power off instantly. 
Easy to carry it in a pocket or handbag for weighting on travel. 
 
Specifications: 
Color: Black 
Range of weight: Accuracy 0-10kg:5g/10-50kg:10g 
Units: kg, lb, jin, oz 
Back light: Blue backlight 
Display: LCD display 
Power supply: 2 * AAA batteries (not included) 
Auto off: 2 minute 
Material: ABS plastic 
Item size: 11 * 5.8 * 2.2cm 
Item weight: 140g 
 
Package Included: 
 
50kg/110lb digital scale",https://fixit.com.bd/wp-content/uploads/2020/01/luggage-scale.jpg,https://fixit.com.bd/product/50kg-electronic-portable-digital-scale-hanging-hook/,"Hand Tools, Measure and Layout Tools","fixit.com.bd",1283BDT,in stock,09-298_12894,https://fixit.com.bd/cart/?add-to-cart=12894,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1283BDT,new,published,,
26-1501_14863,"8 Inch Stainless Steel Cake Server","8 Inch Stainless Steel Cake Server",https://fixit.com.bd/wp-content/uploads/2020/02/26-1501.jpg,https://fixit.com.bd/product/8-inch-stainless-steel-cake-server/,"Hand Tools, Knives and Blades, Tools and Hardware","fixit.com.bd",162BDT,in stock,26-1501_14863,https://fixit.com.bd/cart/?add-to-cart=14863,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,162BDT,new,published,,
28-081_14840,"25 gm Mosquito Repelent Cream China Brand","25 gm Mosquito Repelent Cream China Brand",https://fixit.com.bd/wp-content/uploads/2020/02/28-081.jpg,https://fixit.com.bd/product/25-gm-mosquito-repelent-cream-china-brand/,"Home and Perimeter Insect Control, Insect and Pest Control, Lawn and Garden","fixit.com.bd",77BDT,out of stock,28-081_14840,https://fixit.com.bd/cart/?add-to-cart=14840,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,77BDT,new,published,,
23-547_16161,"12V Cordless Drill Machine Ingco Brand","12V HEAVY DUTY BATTERY, FOR LONGER DURATION OF WORK 
  2 SPEED GEAR SPEED TECHNOLOGY (I- 0-350rpm) ( II-0-1250rpm) WHICH SUITS ALL KIND OF USES 
  Max Torque Force: 20NM, LED light 
  18+1 Torque Control, Variable Speed Controlled Switch 
  BOX CONTAINS - 1pc x Battery Pack, 1pc x 1 Hour Charger, 2pcs x Cr-V 50mm bits",https://fixit.com.bd/wp-content/uploads/2020/03/cordless-drill-ingco.jpg,https://fixit.com.bd/product/12v-cordless-drill-machine-ingco-brand/,"Drill Machine, Power Tools, Tools and Hardware","fixit.com.bd",8000BDT,in stock,23-547_16161,https://fixit.com.bd/cart/?add-to-cart=16161,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8000BDT,new,published,,
FIXIT-10066_12662,"200mm- 8' Mini Bolt Cutter Tolsen Brand 10066","Features: 
 
  Model: 10066 
  Size: 200mm, 8 Inch. 
  Cutting edges induction quenched. 
  With comfortable pvc grips. 
  A lock in the end of handle. 
  Steel handle.",https://fixit.com.bd/wp-content/uploads/2020/01/10066.jpg,https://fixit.com.bd/product/200mm-8-mini-bolt-cutter-tolsen-brand-10066/,"Tools and Hardware","fixit.com.bd",406BDT,in stock,FIXIT-10066_12662,https://fixit.com.bd/cart/?add-to-cart=12662,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,406BDT,new,published,,
FIXIT-10053_12663,"230mm- 9″ Locking Pliers Tolsen Brand 10053","CrV nickel finish HRC52-HRC56 
 
  
Features: 
 
 
  Drop forged carbon steel, 
  Nickel plated for steel protection. 
  Ridged grabber teeth. 
  Adjustable bolt with spring. 
  Durable release handle. 
 
  
 
Specifications: 
 
  Brand: Tolsen 
  Model: 10053 
  Hardness: HRC38-HRC45 
  Length: 9inch or 230mm 
  Max Opening: 65mm 
  Weight: 12oz or 345g.",https://fixit.com.bd/wp-content/uploads/2020/01/10053.jpg,https://fixit.com.bd/product/230mm-9%e2%80%b3-locking-pliers-tolsen-brand-10053/,"Tools and Hardware","fixit.com.bd",479BDT,in stock,FIXIT-10053_12663,https://fixit.com.bd/cart/?add-to-cart=12663,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,479BDT,new,published,,
FIXIT-10049_12664,"250mm- 10″ Locking Pliers Tolsen Brand 10049","CrV nickel finish HRC52-HRC56 
 
  
Features: 
 
  Drop forged carbon steel. 
  Nickel plated for steel protection. 
  Ridged grabber teeth. 
  Adjustable bolt with spring. 
  Durable release handle. 
 
  
 
Specification: 
 
  Brand: Tolsen 
  Model: 10049 
  Hardness HRC38-HRC45 
  Length: 10in or 250mm 
  Max Opening: 50mm 
  Weight: 12oz or 345g",https://fixit.com.bd/wp-content/uploads/2020/01/10049.jpg,https://fixit.com.bd/product/250mm-10%e2%80%b3-locking-pliers-tolsen-brand-10049/,"Tools and Hardware","fixit.com.bd",537BDT,in stock,FIXIT-10049_12664,https://fixit.com.bd/cart/?add-to-cart=12664,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,537BDT,new,published,,
FIXIT-80190_12568," 340x180x130mm Plastic Tool Box Tolsen Brand 80190","Features: 
 
Model: 80190 
 
Size: 340x180x130mm 
 
Net weight: 670gm 
 
Very practical and comfortable toolbox suitable for home and business use. 
 
Ergonomic design for easy storage and transfer of your tools and other accessories. 
 
It has a detachable interior.disc, 3 built-in cigarette lighters on the lid and 2 plastic shutters.",https://fixit.com.bd/wp-content/uploads/2020/01/0eb03454794981502b29bf38fe670e04928efe81.jpg,https://fixit.com.bd/product/340x180x130mm-plastic-tool-box-tolsen-brand-80190/,"Portable Tool Boxes, Tools and Hardware, Tools Storage","fixit.com.bd",653BDT,in stock,FIXIT-80190_12568,https://fixit.com.bd/cart/?add-to-cart=12568,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,653BDT,new,published,,
FIXIT-15160_12571,"14Pcs Combination Spanners Set DIAMETER-6-7-8-10-12-13-14-17-19-22-24-27-30-32mm  Tolsen Brand 15160","Application: 
 
The set is useful for turning nuts, bolts, fixing and tightening. 
 
The set will provide you with the grip when fixing, whether it is a nut, bolt, concrete screw and turn it. 
 
Allowing you to apply torque and tighten the nut onto the bolt. 
 
High quality spanners made from Chrome-Vanadium alloys. 
 
Packed into 14pcs combination spanners set. 
 
  
Specification: 
 
  Brand: Tolsen 
  Model: 15160 
  Size : 6,7,8,10,12,13,14,17,19,22,24,27,30,32mm. 
  CrV 
  Chrome plated, matte finish.",https://fixit.com.bd/wp-content/uploads/2020/01/fe8963738ee46243a6105865b7539aa4e7fff4a7.jpg,https://fixit.com.bd/product/diameter-6-7-8-10-12-13-14-17-19-22-24-27-30-32mm-14pcs-combination-spanners-set-tolsen-brand-15160/,"Hand Tools, Spanners and Wrenches, Tools and Hardware","fixit.com.bd",3625BDT,in stock,FIXIT-15160_12571,https://fixit.com.bd/cart/?add-to-cart=12571,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3625BDT,new,published,,
FIXIT-15075_12572,"12Pcs Combination Spanners Set  6-7-8-9-10-11-12-13-14-17-19-22mm Tolsen Brand 15075","Feature: 
 
  Chrome plated, matte finish. 
  Made from Chrome-Vanadium alloys. 
  Chrome-plated to protect against corrosion. 
 
  
Specification: 
 
  Brand: Tolsen 
  Model: 15075 
  Size: 6,7,8,9,10,11,12,13,14,17,19,22mm. 
  CrV",https://fixit.com.bd/wp-content/uploads/2020/01/a078b424a3f880a9b138625c5ed40d8baf237d3d.jpg,https://fixit.com.bd/product/6-7-8-9-10-11-12-13-14-17-19-22mm-12pcs-combination-spanners-set-tolsen-brand-15075/,"Hand Tools, Spanners and Wrenches, Tools and Hardware","fixit.com.bd",2103BDT,in stock,FIXIT-15075_12572,https://fixit.com.bd/cart/?add-to-cart=12572,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2103BDT,new,published,,
FIXIT-15159_12573,"8Pcs Combination Spanners Set  8- 10- 12- 13- 14- 15- 17- 19 mm Tolsen Brand 15159","Feature: 
 
  Chrome plated, satin finish. 
  Chrome-plated to protect against corrosion. 
  Professional quality product. 
 
  
Specification:  
 
  Brand: Tolsen 
  Model: 15159 
  CrV (Chrome Vanadium) 
  8 pcs combination spanners. 
 
  size 8 mm 
  size 10 mm 
  size 12 mm 
  size 13 mm 
  size 14 mm 
  size 15 mm 
  size 17 mm 
  size 19 mm 
 
 
  Chrome-plated to protect against corrosion.",https://fixit.com.bd/wp-content/uploads/2020/01/9d50550b85eeaf995863738e998343f4d34f0d5c.jpg,https://fixit.com.bd/product/8-10-12-13-14-15-17-19-mm-8pcs-combination-spanners-set-tolsen-brand-15159/,"Hand Tools, Spanners and Wrenches, Tools and Hardware","fixit.com.bd",1523BDT,in stock,FIXIT-15159_12573,https://fixit.com.bd/cart/?add-to-cart=12573,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1523BDT,new,published,,
FIXIT-10023_12574,"160mm- 6″ Bent Nose Pliers Tolsen Brand 10023","Features: 
 
  Brand: Tolsen 
  Model: 10023 
  Maximum opening: 45mm 
  Length: 160mm or 6 inch. 
  Industrial strength, quality tool. 
  Heat-Treated for long life. 
  CrV, black finish. 
  Two-component plastic handle.",https://fixit.com.bd/wp-content/uploads/2020/01/1fe136db5062926a03aa47b57669bacf26380dbd.jpg,https://fixit.com.bd/product/160mm-6%e2%80%b3-bent-nose-pliers-tolsen-brand-10023/,"Hand Tools, Pliers, Tools and Hardware","fixit.com.bd",334BDT,in stock,FIXIT-10023_12574,https://fixit.com.bd/cart/?add-to-cart=12574,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,334BDT,new,published,,
01-1580_12590,"8Pcs Hole Saw Set Tolsen Brand 75866","Features: 
 
  Includes five saw blade with lockable safety drive plate 
  Replaceable driver bit with hex key wrench 
  Cuts perfect circles with this hole saw kit 
  Packaged inside plastic case for easy and convenient storage 
  Effectively cuts wood and plastic materials. 
 
  
Specifications: 
 
  Brand: Tolsen 
  Model: 75866 
  5pcs hole saw: 2-1/2in (64mm), 3in (76mm), 3-1/2in (89mm), 4in (102mm), 5in (127mm) 
  Allows cutting through a depth of 25mm for wood or plastic 
  Made of high quality carbon steel.",https://fixit.com.bd/wp-content/uploads/2020/01/45dba22003e133381dbde6e92daabd06947c51e1.jpg,https://fixit.com.bd/product/na-8pcs-hole-saw-set-tolsen-brand-75866/,"Hand Saws and Cutting Tools, Hand Tools, Tools and Hardware","fixit.com.bd",667BDT,in stock,01-1580_12590,https://fixit.com.bd/cart/?add-to-cart=12590,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,667BDT,new,published,,
FIXIT-76811_12592,"5Pcs Jigsaw Blades Set Tolsen Brand 76811","Features: 
 
  Model: 76811 
  Total Length: 75mm 
  T118A 
  T-Shank. 
  Straight cutting for thin metal non-ferrous metal and aluminium. 
  Material is rust-resistant steel, pressure, heat resistance, good for long-term use. 
  High shear strength ensures smooth, smooth surface without affecting the internal structure of the material.",https://fixit.com.bd/wp-content/uploads/2020/01/67f05ab789558718cb49ebf9297f225a55cea389.jpg,https://fixit.com.bd/product/total-length-75mm-5pcs-jigsaw-blades-set-tolsen-brand-76811/,"Hand Tools, Knives and Blades, Tools and Hardware","fixit.com.bd",203BDT,in stock,FIXIT-76811_12592,https://fixit.com.bd/cart/?add-to-cart=12592,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,203BDT,new,published,,
FIXIT-76803_12593,"TOTAL LENGTH-100mm 5Pcs Jig Saw Blade Set Tolsen Brand 76803","Features: 
Model: 76803 
 
Total Length: 100mm 
 
T-Shank, 
 
Material is rust-resistant steel, pressure, heat resistance, good for long-term use. 
 
High shear strength ensures smooth, smooth surface without affecting the internal structure of the material. 
 
Fast curved cutting for wood, chip boards, plywood, fiber boards, plastic.",https://fixit.com.bd/wp-content/uploads/2020/01/aa8a8895d8062785aac1f1b42918364b6ea62f5e.jpg,https://fixit.com.bd/product/total-length-100mm-5pcs-jig-saw-blade-set-tolsen-brand-76803/,"Hand Tools, Knives and Blades, Tools and Hardware","fixit.com.bd",145BDT,in stock,FIXIT-76803_12593,https://fixit.com.bd/cart/?add-to-cart=12593,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,145BDT,new,published,,
FIXIT-76804_12594,"Jig Saw Blade Set Tolsen Brand 76804","Features: 
 
  Model: 76804, 
  Total Length: 100mm. 
  Size: T101B 
  T-Shank 
  Fast clean and precise cutting for wood, chip boards,plywood, fiber boards, plastic. 
  Material is rust-resistant steel, pressure & heat resistant, good for long-term use. 
  High shear strength ensures smooth, smooth surface without affecting the internal structure of the material.",https://fixit.com.bd/wp-content/uploads/2020/01/eb28eea37b2e53d6d5cbcd475623999e68177183.jpg,https://fixit.com.bd/product/total-length-100mm-5pcs-jig-saw-blade-set-tolsen-brand-76804/,"Hand Tools, Knives and Blades, Tools and Hardware","fixit.com.bd",189BDT,in stock,FIXIT-76804_12594,https://fixit.com.bd/cart/?add-to-cart=12594,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,189BDT,new,published,,
FIXIT-76802_12595,"5Pcs Jig Saw Blade Set Tolsen Brand 76802","Specification: 
 
  Model: 76802 
  T-Shank 
  Total length: 100mm. 
  Fast straight cutting for wood, chip boards, plywood, fiber boards, plastic.",https://fixit.com.bd/wp-content/uploads/2020/01/7a577acf45699337cd91a2a4e5449955ca2113df.jpg,https://fixit.com.bd/product/total-length-100mm-5pcs-jig-saw-blade-set-tolsen-brand-76802/,"Hand Tools, Knives and Blades, Tools and Hardware","fixit.com.bd",145BDT,in stock,FIXIT-76802_12595,https://fixit.com.bd/cart/?add-to-cart=12595,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,145BDT,new,published,,
FIXIT-76801_12596,"5Pcs Jig Saw Blade Set Tolsen Brand 76801","Features: 
Model:76801 
 
T-Shank 
 
Quick cutting for chip boards, plywood, fiber boards ,plastic. 
 
Saw blade is made from high carbon steel with good abrasion resistance. 
 
Material is rust-resistant steel, pressure, heat resistance, good for long-term use. 
 
High shear strength ensures smooth, smooth surface without affecting the internal structure of the material.",https://fixit.com.bd/wp-content/uploads/2020/01/f9dbdcaf1ef9fe2cb9e98a8fecd2875f10b272fc.jpg,https://fixit.com.bd/product/total-length-100mm-5pcs-jig-saw-blade-set-tolsen-brand-76801/,"Hand Tools, Knives and Blades, Tools and Hardware","fixit.com.bd",145BDT,in stock,FIXIT-76801_12596,https://fixit.com.bd/cart/?add-to-cart=12596,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,145BDT,new,published,,
FIXIT-76812_12597,"TOTAL LENGTH-75mm 5Pcs Jigsaw Blades Set Tolsen Brand 76812","Features: 
 
  Straight cutting for thin metal non-ferrous metal and aluminium. 
  Material is rust-resistant steel, pressure, heat resistance, good for long-term use. 
  High shear strength ensures smooth, 
  Smooth surface without affecting the internal structure of the material. 
 
  
 
  Total Length: 75mm",https://fixit.com.bd/wp-content/uploads/2020/01/7d194537132ec032dcf6534b5d2c87d145d05d8e.jpg,https://fixit.com.bd/product/total-length-75mm-5pcs-jigsaw-blades-set-tolsen-brand-76812/,"Hand Tools, Knives and Blades, Tools and Hardware","fixit.com.bd",203BDT,in stock,FIXIT-76812_12597,https://fixit.com.bd/cart/?add-to-cart=12597,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,203BDT,new,published,,
FIXIT-15079_12656,"Cross Rim Wrench Tolsen Brand 15079","Features: 
 
  Cross design provides extra leverage and torque. 
  All common wheel lug nut sizes in one assembly 17mm, 19mm, 21mm and 23mm. 
  Made of durable chromium-vanadium steel. 
  Chrome plated for protection against wear and corrosion. 
 
  
 
Specifications: 
 
  Model: 15079 
  Made of: CrV steel 
  Chrome plated finish. 
  Wrench overall size: 14 inch.",https://fixit.com.bd/wp-content/uploads/2020/01/5d904f4ef83bfc309f08183443a4f989c157f635.jpg,https://fixit.com.bd/product/cross-rim-wrench-tolsen-brand-15079/,"Hand Tools, Tools and Hardware, Wrenches","fixit.com.bd",464BDT,in stock,FIXIT-15079_12656,https://fixit.com.bd/cart/?add-to-cart=12656,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,464BDT,new,published,,
FIXIT-15282_12657,"9-32mm Universal Wrench Tolsen Brand 15282","Features: 
 
  Brand: TOLSEN 
  Model: 15282 
  Working range: 9-32 mm. 
  Material: high quality carbon steel. 
  Surface finish: chrome plating, 
  Handle: non-slip, two-component, rubber coated. 
  Areas of application: plumbing, workshop.",https://fixit.com.bd/wp-content/uploads/2020/01/e87b9b159b8024a8c86bb53d3ce06d1f7dc23e25.jpg,https://fixit.com.bd/product/9-32mm-universal-wrench-tolsen-brand-15282/,"Hand Tools, Tools and Hardware, Wrenches","fixit.com.bd",580BDT,in stock,FIXIT-15282_12657,https://fixit.com.bd/cart/?add-to-cart=12657,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,580BDT,new,published,,
FIXIT-15259_12658,"7Pcs Flexible Head Combination Ratchet Spanner Set 8-10-12-13-14-17-19mm   Tolsen Brand 15259","Features: 
 
  Made of Cr-V (chrome vanadium steel) 
  180 degree flex head. 
  One way ratcheting mechanism. 
  Metric sizes: 8mm, 10mm, 12mm, 13mm, 14mm, 17mm and 19mm. 
  Chrome plated, mirror polish. 
  Includes storage plastic casing. 
 
  
Specifications: 
 
  Brand: Tolsen 
  Model: 15259 
  Material: chrome vanadium steel. 
  Weight with case: 1.1kg or 2.7lbs.",https://fixit.com.bd/wp-content/uploads/2020/01/ff4c2caaf66d445dca74868551baf82430563095.jpg,https://fixit.com.bd/product/8-10-12-13-14-17-19mm-7pcs-flexible-head-combination-ratchet-spanner-set-tolsen-brand-15259/,"Hand Tools, Spanners and Wrenches, Tools and Hardware","fixit.com.bd",3335BDT,in stock,FIXIT-15259_12658,https://fixit.com.bd/cart/?add-to-cart=12658,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3335BDT,new,published,,
FIXIT-10045_12659,"200mm- 8' Carpenter's Pincer Tolsen Brand 10045","SPECIFICATION: 
 
  Brand: Tolsen 
  Model: 10045 
  Size: 200mm,8 Inch 
  Clamp width: 22 mm, 
  Pliers with cutting pliers. 
  Made of chrome-vanadium  of black polished color. 
  Ergonomic handles, black rubber coated rough. 
  Tolsen robust tools brand, manufacturer of professional quality tools.",https://fixit.com.bd/wp-content/uploads/2020/01/4d4381a2a65d92cee78cfbc6d8b33974f6d25d6e.jpg,https://fixit.com.bd/product/200mm-8-carpenters-pincer-tolsen-brand-10045/,"Cutting Pincers, Hand Tools, Tools and Hardware","fixit.com.bd",377BDT,in stock,FIXIT-10045_12659,https://fixit.com.bd/cart/?add-to-cart=12659,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,377BDT,new,published,,
FIXIT-45085_12552,"GLASS 108x50x3mm Welding Mask Tolsen Brand 45085","Features: 
 
  Model: 45085 
  Glass Size: 108 x 50 x 3mm. 
 
 
  Welder helmet with manual support. 
  Protects the face of the welder. 
  Window 90x43 mm dark glass. 
  It has handle to hold the welder helmet. 
  Robust tools and security systems of the Tolsen brand, manufacturer of quality professional tools.",https://fixit.com.bd/wp-content/uploads/2020/01/90ab678517e907c156757bba9b5eaf48f241aaf0.jpg,https://fixit.com.bd/product/glass-108x50x3mm-welding-mask-tolsen-brand-45085/,"Respiratory Masks, Safety and Security, Tools and Hardware","fixit.com.bd",174BDT,in stock,FIXIT-45085_12552,https://fixit.com.bd/cart/?add-to-cart=12552,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,174BDT,new,published,,
FIXIT-45075_12553,"SIZE Welding Goggle Tolsen Brand 45075","Features: 
 
  Model: 45075 
 
 
  Eye protection glasses. 
  Flip design with open-close locking position. 
  Soft and light weight PVC frame. 
  Colored inorganic outer glass lens. 
  Transparent clear inner glass lens. 
  Packing: poly bag with paper hanger.",https://fixit.com.bd/wp-content/uploads/2020/01/4c50ecee0d5af810ed58ca87ece800fbf71f6496.jpg,https://fixit.com.bd/product/size-welding-goggle-tolsen-brand-45075/,"Safety Gear, Safety Gear and Equipment, Tools and Hardware","fixit.com.bd",261BDT,in stock,FIXIT-45075_12553,https://fixit.com.bd/cart/?add-to-cart=12553,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,261BDT,new,published,,
FIXIT-79017_12554,"Li-Ion Battery Pack Tolsen Brand 79017","Model: 79017 
 
Voltage: DC 14.4V. 
 
Power: Li-ion 1300mAh.",https://fixit.com.bd/wp-content/uploads/2020/01/5829dcb065d0bbbb52043124a06a984280fa916d.jpg,https://fixit.com.bd/product/li-ion-battery-pack-tolsen-brand-79017/,"Drill Machine, Power Tools, Tools and Hardware","fixit.com.bd",2465BDT,in stock,FIXIT-79017_12554,https://fixit.com.bd/cart/?add-to-cart=12554,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2465BDT,new,published,,
FIXIT-79014_12557,"Li-Ion Battery Pack Tolsen Brand 79014","Specification: 
 
  Brand: Tolsen 
  Model: 79014 
  Voltage: DC 10.8V 
  Power: Li-ion, 1*1300mAh 
  Suitable for TOLSEN cordless drill 79013.",https://fixit.com.bd/wp-content/uploads/2020/01/2c27ed11f71b5b04854193084897eab538e1ae73.jpg,https://fixit.com.bd/product/li-ion-battery-pack-tolsen-brand-79014/,"Drill Machine, Power Tools, Tools and Hardware","fixit.com.bd",1885BDT,in stock,FIXIT-79014_12557,https://fixit.com.bd/cart/?add-to-cart=12557,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1885BDT,new,published,,
